Work Id Number,Work Name,Block,Panchayat
202437601933,Baseline and online work of English of all primary and secondary school students under Padhe Dantewada-Likhe Dantewada program being run in Dantewada district.,DANTEWADA,
202437601568,Domeshed construction work in Ward No. 2 Bal Udyan.,DANTEWADA,
202537600105,Dome (shed) construction work at Gayatri Shaktipeeth Dantewada,DANTEWADA,
202137600677,Painting work at Mata Danteshwari pond,DANTEWADA,
202337601000,Line extension work in 22 Pota Cabin High Schools/Hostels under Dantewada district,DANTEWADA,
202237600872,Water purification through drinking water filter plant,GEEDAM,
202437600800,"Under the Ullas Navbharat Literacy Program, marking of illiterates and joint survey program work of School Abandonment/Non-entry Free Dantewada Campaign",DANTEWADA,
202237601301,Supply of normal tricycles to the disabled persons of the district,DANTEWADA,
202437602835,Entrepreneurship Promotion and Development Workshops and Video Documentary Work,DANTEWADA,
202537600579,Supply work of 8 nos. water tankers with capacity 2500 litres for Nagar Palika Parishad Kirandul,DANTEWADA,
202537600580,Supply of 02 hydraulic tanker carriers for Nagar Palika Parishad Kirandul area,DANTEWADA,
202537600697,4 Nos. Hydraulic Trolley (Two Wheeler) for Waste Management,DANTEWADA,
202437602938,"Renovation work in the visitor complex for traffic, Part-02",DANTEWADA,
202337600737,"Necessary work for providing employment opportunities to working women along with housing, Part-10",DANTEWADA,
202337600747,"Necessary work for the residence of youth preparing for competitive exams, Part-10",DANTEWADA,
202437600753,Oilseed crop peanut certified seed distribution work,DANTEWADA,
202437602790,"Providing training for competitive exams to the youth who have passed 8th, 10th and 12th from the interior rural areas of Bhaansi Palanar and Cholnar in the district.",DANTEWADA,
202137600498,Toilet renovation work at District Hospital Dantewada,DANTEWADA,
202237600544,RCC drain cum returning wall from Kalamanch Gajra Cap to Railway Crossing,KUWAKONDA,
202137600339,"CC road construction work from Anganwadi to Anil Ghar, Ward No. 13",GEEDAM,
202437602796,Innovative food processing unit and electronic manufacturing cluster work for employment and livelihood in Dantewada district,DANTEWADA,
202437602939,"Renovation work in the visitor complex for traffic, Part-03",DANTEWADA,
202137600270,Goat Rearing/Distribution Work,GEEDAM,
202137600267,Goat Rearing/Distribution Work,DANTEWADA,
202537600552,Organizing science camps under the five-day outreach program in all four development blocks of the district.,DANTEWADA,
202137600340,"RCC culvert construction work from Anganwadi Road to Umeshwar Pujari Khet, Ward No. 13",GEEDAM,
202437602503,Employment/self-employment by organizing public problem resolution camps and other activities in Dantewada district,DANTEWADA,
202237600099,"Returning wall construction work near Lalit Ghar, Ward No. 04",KUWAKONDA,
202537600145,Operational work of Nua Ujjar program,DANTEWADA,
202437602821,"Ward No. 05: Construction of RCC Pachari Ghat in Budha Sagar pond, 02 nos. Barsoor",GEEDAM,
202537600551,CC road construction work from main road to Dula Ghar Murki 200 meter part-one.,,MURKEE
202437601585,Construction of RCC drain from behind Anil Banjara's house to the main drain in Ward No. 15,DANTEWADA,
202437601117,Asphalting work in the bus stand under the municipal area.,DANTEWADA,
202437602705,Ward No. 06 Behind Auditorium (05) Nos. Dantewada Mobile Toilet,DANTEWADA,
202137600338,CC road construction work from SLRM Center to Sadhuram Ghar in Ward No. 11,GEEDAM,
202137600313,CC road construction work from Gumarpot main road to Udaychand house in serial no. 09,GEEDAM,
202437602539,Pulse seed production incentive under Krishak Samagra Vikas Yojana for Rabi year 2024-25,DANTEWADA,
202337601145,"Plantation and construction of Nakshatra forest in Herbal Garden Orange area Amvarabhata Dantewada, Part-02",DANTEWADA,
202437602537,For operating Yuva Hub to provide economic opportunities to rural women and youth in Dantewada district.,DANTEWADA,
202437600767,Organizing pre-board examinations for students of classes 10th to 12th studying in high schools/higher secondary schools of Dantewada district in the academic session 2023-24.,DANTEWADA,
202237600515,Drain slab construction work Ward No. 18,KUWAKONDA,
202437601116,Post-work work of demolition of building of bus stand of municipal area,DANTEWADA,
202237600910,Supply of text books of class 11th and class 12th to the students studying in the government higher secondary schools of the district,DANTEWADA,
202537600662,Construction of enclosure for children park in ward no. 12.,GEEDAM,
202237600510,Construction of platform from Sharma house to main drain in ward no. 10,KUWAKONDA,
202337601339,Turmeric seed supply work in community garden cow sheds,DANTEWADA,
202237600674,Part-2: Establishment of biogas power generation plant in Dantewada Nagar Gauthan and Geedam Nagar Gauthan,DANTEWADA,
202437601561,Construction work of basketball court in Government High School Amvarabhata.,DANTEWADA,
202537600053,"Purchase of sports material for parks in the body area (benches 12 nos., 4 seater AS MGR 2 nos., dustbin fiber animal 15 nos., elephant slide LA SL 005 1 no., normal slide L SL 008 2 nos. and triple arch swing LA PGS 008 2 nos.)",DANTEWADA ,
202237600058,Drain construction work from Ward No. 15 Sanjay Vishwakarma house to Rao Madam house,DANTEWADA,
202437601014,"Purchase work of 02 pieces of Smart TV and LED Panel as per E standard in District Education and Training Institute, Dantewada.",DANTEWADA,
202137600496,Kitchen shed construction work at District Hospital Dantewada,DANTEWADA,
202337600480,Beautification work at Budha Talab Barsoor Part-7,GEEDAM,
202137600307,Drain construction work from Deshmukh Kirana Stores to Karamchand Ghar in Ward No. 01,GEEDAM,
202337600228,Supply of elbow crutches to the disabled/elderly people of the district,DANTEWADA,
202237601293,Providing elbow crutches to the disabled/elderly people of the district,DANTEWADA,
202337600823,"Supply of battery operated tricycles to the disabled/elderly people of the district, Part-I",DANTEWADA,
202337600224,Providing smart canes to the disabled people of the district,DANTEWADA,
202237601287,Providing smart canes to the disabled people of the district,DANTEWADA,
202537600208,Scanned records of district archives are secured through block chain.,DANTEWADA ,
202337600645,"Construction of courtyard and gate at Swami Atmanand Hindi Medium Higher Secondary School, Geedam",GEEDAM,
202337601143,"Plantation and construction of Nakshatra forest in Herbal Garden Orange area Amvarabhata Dantewada, Part-02",DANTEWADA,
202337600642,"Construction of additional room in Swami Atmanand Hindi Medium Higher Secondary School, Geedam, Part-1",GEEDAM,
202437600463,Purchase of material for entertainment/adventure at Mata Danteshwari pond in Dantewada district.,DANTEWADA,
202437600079,For NAT NEET UG 2024 for MBBS admission in the year 2024 in Dantewada district.,DANTEWADA,
202437602899,"An RO water plant was installed in the dialysis unit of the District Hospital, Dantewada and the previously installed RO water was repaired.",DANTEWADA,
202437601067,Construction work of 4 Anganwadi buildings in Dantewada development block under convergence.,DANTEWADA,
202537600201,Work related to operation of Maa Malati Welfare Society Ashram,DANTEWADA,
202537600242,"Patient examination table cum IV stand 03 nos at Veterinary Geedam, Kirandul and Artificial Insemination Centre Bacheli",DANTEWADA ,
202337601151,"Plantation and construction work of Saptarishi forest in Herbal Garden Orange area, Amvarabhata, Dantewada, Part-03",DANTEWADA,
202537600522,Administrative approval work as per the proposal to promote Ramtil seed production in Dantewada district.,DANTEWADA,
202137600180,"Central AC repair work at District Hospital, Dantewada",DANTEWADA,
202437601820,Repair and renovation work of post mortem room,DANTEWADA,
202437602172,"Cowshed repair work behind Danteshwari Temple in Ward No. 05, Dantewada",DANTEWADA,
202437600589,Operation of a new library (PG College campus) for young educated unemployed people of Dantewada district and payment of honorarium to coaching instructors in Lakshya Competition Institute.,DANTEWADA,
202237600517,Beautification and repair work of Anganwadi Centre at Ward No. 15,KUWAKONDA,
202337601336,Barsur Palli Road to Udenar Road Construction Work Km 41.00 Part-3,GEEDAM,
202337601627,"Necessary actions for the preservation of cultural values, Part One",DANTEWADA,
202537600022,Construction work of sheet flooring etc. for repair of building of Ksheer Sagar Milk Plant,DANTEWADA,
202237600132,"RCC drain construction work from Nitin Dewangan's house to Lalit Dewangan's house, Ward No. 11",GEEDAM,
202537600176,Training of teachers teaching in primary and secondary schools of the district by Mandeshi Foundation,DANTEWADA,
202437600474,"Honorarium payment work of guest teachers for the financial year 2023-24 in Danteshwari College, Dantewada.",DANTEWADA,
202537600295,"Renovation and toilet work and kitchen shed construction at PO Boys Hostel, Dantewada",DANTEWADA,
202437601665,Supply of drinking water coolers in 04 Eklavya Model Residential Schools of the district,DANTEWADA,
202237600489,"Dome shed construction work near Durga Manch, Ward No. 10",DANTEWADA,
202537600162,Purchase of sanitary napkin machines for the health and hygiene of girl students residing in 12 girls' hostels operating in the district.,DANTEWADA,
202237600316,Government building renovation work for Tehsil Office Barsur,GEEDAM,
202437602164,"Presently, a total of 10 peons have been appointed on collector rate in the vacant post of peon in various schools and honorarium payment work for the year 2024-2025 has been done.",DANTEWADA,
202437600329,Construction of platform shed in Ward No. 06 Daily Market,DANTEWADA,
202337600693,Shed construction work in Dantewada,DANTEWADA,
202437600754,Kharif 2024 Pulse Seed Production Work.,DANTEWADA,
202237600507,"Returning wall construction work from Suresh Leela Patre's house to Sonprakash's house, Ward No. 06",KUWAKONDA,
202437601822,Construction of waiting area in front of CT Scan,DANTEWADA,
202137600304,CC road construction work from Shankar Das's house to Arjun's house in ward no. 09,DANTEWADA,
202337600562,Equipment installed at the plant site to feed the electricity produced from the biogas power plant located at Geedam Nagar Gauthan and Balud Navagaon Gauthan Dantewada into the grid.,DANTEWADA,
202437600772,"Under the Chief Minister's Nutrition Scheme, the work of providing additional funds from April 2022 to October 2022",DANTEWADA,
202237600071,Construction and renovation of additional room for installation of dialysis machine in District Hospital Dantewada,DANTEWADA,
202237600421,Installation of solar dual pump plant for drinking water at Mangalpot Manjhipara of Nagar Panchayat-Barsur,GEEDAM,
202337600800,"Crutches supply work to the disabled/elderly people of the district, Part-9",DANTEWADA,
202237601202,Wheelchair supply work for the disabled/elderly people of the district,DANTEWADA,
202237601305,Providing crutches to the disabled/elderly people of the district,DANTEWADA,
202337600227,Tetrapad supply work for the disabled/elderly people of the district,DANTEWADA,
202237601292,Tetrapad supply work to the disabled/elderly people of the district,DANTEWADA,
202437601588,Construction of RCC drain from Khan Sir's house to the culvert in Ward No. 15,DANTEWADA,
202337601474,Open gym construction work in Court Colony,DANTEWADA,
202137600468,Provision of honorarium to medical specialist staff in the district (for 3 months),DANTEWADA,
202437600180,Establishment of Library and Community Activity Centre in Nagar Panchayat Barsur,GEEDAM,
202237601201,Providing elbow sticks for the disabled people of the district,DANTEWADA,
202337600799,"Elbow stick supply work to the disabled/elderly people of the district, Part-8",DANTEWADA,
202137600656,Drain construction work from Ward No. 03 Hari Dada's house to Kanji House,DANTEWADA,
202137600299,Drain construction work from Ravi Sahu's house to the main road in ward number 12,DANTEWADA,
202137600308,Drain construction work from Forest Colony to Nandlal Sharma house in Ward No. 15,DANTEWADA,
202137600306,Drain construction work from Deepak Sah's house to Kali Mandir in ward no. 10,DANTEWADA,
202137600310,CC road construction work from Main Road to Sumit Pujari's house in Ward No. 06,GEEDAM,
202137600297,Drain construction work from Geetanjali Kushwaha house to Ashish Jaina house in ward no. 04,DANTEWADA,
202137600298,Drain construction work from Manoj Dhruv's house to Somesh Pal's house in ward no. 12,DANTEWADA,
202537600655,Supply of aromatic paddy seeds in Dantewada district with the aim of promoting organic farming and increasing income.,DANTEWADA,
202137600301,Drain construction work from Pankaj Jha's house to the main road in ward number 11,DANTEWADA,
202137600303,"Drain construction work from Vijay Soni's house to Main Road culvert, Ward No. 12",DANTEWADA,
202337600659,Material supply work for operation in Development Block-Gidam,GEEDAM,
202537600293,Renovation and toilet work and borewell digging Pre.Madhya Pradesh Girls Hostel Dantewada,DANTEWADA,
202137600493,Providing tuition fees to the students of the district for Stent Institute of Hotel Management,DANTEWADA,
202137600334,CC road construction work from old CC road to Lalsai Para in ward no. 14,GEEDAM,
202437602137,"Construction of shed for passenger waiting room, Ward No. 10",DANTEWADA,
202237600133,"RCC drain construction work from Deepak Tiwari's house to drain, Ward No. 11",GEEDAM,
202537600746,Roof sheeting work of wards operated in Dome Shed 01 and 02 under District Hospital Dantewada.,DANTEWADA,
202237600221,"Painting and renovation work in Pre.Ma. Boys Hostel, Barsoor",GEEDAM,
202537600914,1 no. 100 KVA additional transformer work near village Haram Mandi,DANTEWADA,
202437601567,Construction of boundary wall in Ward No. 2 Children's Park.,DANTEWADA,
202337601010,Providing incidental and other expenditure amount for running Swami Atmanand School Kirandul,KUWAKONDA,
202437602006,Dr. Gynecologist's honorarium top up payment amount work,DANTEWADA,
202137600593,Supply of supplementary feed for fish farming in Panchayat ponds,DANTEWADA,
202437601890,Career counselling programme work in 63 high and higher secondary schools of the district,DANTEWADA,
202537600165,Dantewada Traditional Vaidya/Sirha Ayurveda Banner Training Program Action Plan,DANTEWADA,
202137600333,Culvert construction work from main road to Bardiya Kirana Store in Ward No. 11,GEEDAM,
202437602190,"Alphabet printing work of local language Halbi-Hindi, Halbi-English, Gondi-Hindi, Gondi-English, in 397 Primary Schools and 282 Anganwadi Centres of Development Block Geedam.",GEEDAM,
202437602871,Solar High Mast Plant Installation Work at Patarras (Near Nakapara DAV School),DANTEWADA,
202237600422,Installation of solar high mast plant for lighting in Mangalpot Ward No. 01 of Nagar Panchayat-Barsur,GEEDAM,
202437602228,"Repair work of District Library, District Dantewada",DANTEWADA,
202337600045,Additional room in Swami Atmanand Hindi Medium School and old building of High Secondary School Kirandul Part-I,KUWAKONDA,
202537600549,Mining work of 01 tube well (hand pump) in Ward No. 09 Majhipadar.,DANTEWADA,
202337600049,Additional room in Swami Atmanand Hindi Medium School and old building High Secondary School Kirandul Part-Four,KUWAKONDA,
202437601930,Purchase of paddle boat 2 meter / 4 meter and paddle boat canopy for Danteshwari pond,DANTEWADA,
202437600386,Renovation work at the bus stand,GEEDAM,
202437600078,Science Day program work on 28 February 2024 in Dantewada district.,DANTEWADA,
202437600365,Repair work of Sulabh toilet located at the bus stand,GEEDAM,
202437600328,Tiles and painting work under renovation work in the body's swimming pool,DANTEWADA,
202437600145,1.50 m span culvert construction work at Rayyapara Arbe,KUWAKONDA ,ARBE
202537600668,Renovation of laboratory room toilets and paver block interlocking work of Vigyan Bhawan.,DANTEWADA,
202237600512,RCC drain construction work from Subai Mehtar's house to Krishna's house in Ward No. 12,KUWAKONDA,
202337600048,Additional room in Swami Atmanand Hindi Medium School and old building of High Secondary School Kirandul Part-3,KUWAKONDA,
202337600046,Additional room in Swami Atmanand Hindi Medium School and old building of High Secondary School Kirandul Part-II,KUWAKONDA,
202137600624,Work related to promotion of social/educational sports and other activities to the youth of the district,DANTEWADA,
202337600825,"Work of providing walkers to the disabled/elderly people of the district, Part-2",DANTEWADA,
202237601304,Supply of sunglasses to the disabled/elderly people of the district,DANTEWADA,
202237600708,Teaching work for degree diploma courses conducted at Stent Institute of Hotel Management,DANTEWADA,
202337600828,"Supply of battery operated tricycles to the disabled/elderly people of the district, Part-Six",DANTEWADA,
202337600827,"Work of providing sticks to the disabled/elderly people of the district, Part-Five",DANTEWADA,
202437602553,Serendipity Art Festival Magic Bastar Folk Music Program,DANTEWADA,
202137600177,Mini stadium construction work,GEEDAM,
202337600829,"Providing wheel chair commodes to the disabled/elderly people of the district, Part-3",DANTEWADA,
202337600824,Supply of hand sticks to the disabled/elderly people of the district Part-10,DANTEWADA,
202437601069,Proposed program for poultry/chicken/pig/goat rearing along with agriculture for livelihood by the local community of the district.,DANTEWADA,
202437602702,2-day Human Rights Day programme organised by District Women Cricket Association Anand Mela,DANTEWADA ,
202437600584,Material procurement work for Artificial Limbs and Aids Manufacturing Centre (P&O Unit) under District Hospital Dantewada,DANTEWADA,
202437601291,"In Dantewada district, various types of skill development programs related to self-employment and new technology are necessary for the activities conducted in government departments.",DANTEWADA,
202237601203,Hand stick supply work for the disabled/elderly people of the district,DANTEWADA,
202237601199,Supply of battery operated tricycles for the disabled people of the district,DANTEWADA,
202137600517,Supply work for fish seed cultivation in 33 panchayats in the district,DANTEWADA,
202337600071,Culvert construction work 1.5 m span Patelpara to Kosapara,KUWAKONDA,ARBE
202537600578,"Supply of 02 wheel water tanker capacity 3000 liters for Nagar Palika Parishad Kirandul, 02 nos.",DANTEWADA,
202137600260,Electrification Installation Work at Denex Nava Dantewada Government Factory Barsur (Part-01),GEEDAM,
202437602418,"01 piece of carpet of size 6x4, 01 piece of material stock register and transportation work in Anganwadi centres.",DANTEWADA,
202337601094,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-04,DANTEWADA,
202337600050,"Additional room and old building in Swami Atmanand Hindi Medium School, High Secondary School Kirandul Part-Five",KUWAKONDA,
202337601612,Murum filling work in parking area of ​​Herbal Garden area Part-06,DANTEWADA,
202337601610,Murum filling work in parking area of ​​Herbal Garden area Part-05,DANTEWADA,
202337601608,Murum filling work in parking area of ​​Herbal Garden area Part-04,DANTEWADA,
202337601607,Murum filling work in parking area of ​​Herbal Garden area Part-03,DANTEWADA,
202337601605,Murum filling work in parking area of ​​Herbal Garden area Part-02,DANTEWADA,
202337601604,Murum filling work in parking area of ​​Herbal Garden area Part-01,DANTEWADA,
202537600952,Supply of sewing machines to the beneficiaries of sewing training conducted in Samalur village of Dantewada district.,DANTEWADA,
202137600259,Electrification installation work at Denex Nava Dantewada Government Factory Barsur (Part-03),GEEDAM,
202437600945,Renovation work of Balgrih building in Ward No.-11.,DANTEWADA,
202237600474,Stop dam repair work Ward No. 15 Mundatikrapara,GEEDAM,
202337601152,Herbal Garden Orange Area Stone Garden Construction Work Part-01 in Amrabhata Dantewada,DANTEWADA,
202337601616,Murum filling work in the pathway area of ​​Herbal Garden area Part-02,DANTEWADA,
202337601615,Murum filling work in the pathway area of ​​Herbal Garden area Part-01,DANTEWADA,
202537600984,100 nos. of 120 and 110 watt street lights from Awanrabhata to SBI Chowk in Dantewada Municipal Area,DANTEWADA,
202337601140,Construction work in Herbal Garden Orange Area Amvarabhata Dantewada Part-07,DANTEWADA,
202437601564,Paver block and stage construction work in Government High School Amvarabhata.,DANTEWADA,
202337601135,"Construction of shops and cafes in Herbal Garden Orange Area, Amvarabhata, Dantewada, Part-01",DANTEWADA,
202437601600,"Painting, tree plantation and other works in Ward No. 16 park.",KUWAKONDA,
202437601794,"Kasturba Gandhi Girls Residential School, Dantewada for vehicle insurance and repair",DANTEWADA,
202137600189,Supply of essential materials for the Nanhe Parinde organization operating in the district,DANTEWADA,
202437601013,Purchase of necessary material as per E standard for the use of students in Saksham 1 and 2 Boys and Girls Residential Complex Jawanga operated in the district.,DANTEWADA,
202337600779,Wall construction work in Herbal Garden Orange Area Aavanrabhata Part-7,DANTEWADA,
202337600777,Wall construction work in Herbal Garden Orange Area Awanrabhata Part-10,DANTEWADA,
202337600776,Wall construction work in Herbal Garden Orange area Awanrabhata Part-9,DANTEWADA,
202337600775,Wall construction work in Herbal Garden Orange Area Awanrabhata Part-8,DANTEWADA,
202337600773,Wall construction work in Herbal Garden Orange Area Awanrabhata Part-Six,DANTEWADA,
202337600772,Wall construction work in Herbal Garden Orange Area Awanrabhata Part-Five,DANTEWADA,
202337600771,Wall construction work in Herbal Garden Orange area Aavanrabhata Part-4,DANTEWADA,
202337600770,Wall construction work in Herbal Garden Orange area Awanrabhata Part-3,DANTEWADA,
202337600769,Wall construction work in Herbal Garden Orange area Awanrabhata Part-2,DANTEWADA,
202337600768,Wall construction work in Herbal Garden Orange Area Awanrabhata Part-1,DANTEWADA,
202337601601,Herbal Garden Area Amvarabhata Wall Construction Work Part-14,DANTEWADA,
202337601600,Herbal Garden Area Amvarabhata Wall Construction Work Part-13,DANTEWADA,
202337601599,Herbal Garden Area Amvarabhata Wall Construction Work Part-12,DANTEWADA,
202337601598,Herbal Garden Area Amvarabhata Wall Construction Work Part-11,DANTEWADA,
202337601119,Road-02 construction work in Herbal Garden Orange Area Amwarabhatha Dantewada Part-02,DANTEWADA,
202337601118,Road-02 construction work part-01 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202337601109,Construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-02,DANTEWADA,
202337601107,Construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-01,DANTEWADA,
202537600192,"Lighting system cable, wire, MCB box, MCB, decorative LED and pole installation work in the park of the municipal area.",DANTEWADA,
202237600470,"Anganwadi building construction work in Ward No. 15, Barsoor",GEEDAM,
202437602783,Traditional style HDPE floating dock (15000 per sq. meter) for tourists at Nagar Panchayat Barsur tourist spot,GEEDAM,
202437602795,"To promote tourism in various areas of Dantewada district, after training the youth as tour guides, drone photography training and drone work will be provided.",DANTEWADA,
202437602945,Repair work of effluent treatment plant in the district hospital,DANTEWADA,
202437600036,"Instructor honorarium for English classes for students in high schools and higher secondary schools of the district, academic session 2024-25",DANTEWADA,
202437602898,Repair work of central AC installed in the wards operated in District Hospital Dantewada.,DANTEWADA,
202437600033,Honorarium of Spoken English Instructor from July 2023 to February 2024 for the financial year 2023-24,DANTEWADA,
202437601940,Organizing work of Sanskrit week to be held in 2024 under Dantewada district,DANTEWADA,
202437601676,Stainless Steel Dust Bin Two Bin Mounted with 3 Pole Capacity 50 L. Purchase Work.,GEEDAM,
202537600894,"ISRO educational tour program conducted in remote areas of Dantewada and Bijapur districts with the aim of providing information about higher education options to the students of class 10th, understanding innovation, becoming familiar with space achievements and developing natural beauty.",DANTEWADA,
202337601023,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-Six,DANTEWADA,
202337601018,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-1,DANTEWADA,
202337601025,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-8,DANTEWADA,
202337601027,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-10,DANTEWADA,
202337601029,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-12,DANTEWADA,
202337601020,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-3,DANTEWADA,
202337601019,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-2,DANTEWADA,
202337601021,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-Four,DANTEWADA,
202337601028,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-Eleven,DANTEWADA,
202337601026,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-9,DANTEWADA,
202337601024,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-7,DANTEWADA,
202337601022,Herbal Garden Orange Area Amvarabhata Dantewada Parking Construction Work Part-Five,DANTEWADA,
202437600983,"Tubewell mining pump installation work for the farmers of development block Dantewada, Geedam (total-02 farmers)",DANTEWADA,
202437600999,"Channel link wire fencing work for farmers of development block Dantewada, Geedam (total 02 farmers)",DANTEWADA,
202537600688,For the National Thai Boxing Championship 2025 Varanasi (Uttar Pradesh) competition.,DANTEWADA,
202337601125,Road-04 construction work in Herbal Garden Orange Area Amvarabhatha Dantewada Part-04,DANTEWADA,
202337601124,Road-04 construction work part-03 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202337601123,Road-04 construction work part-02 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202337601122,Road-04 construction work part-01 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202537600508,Work to take the students who performed well in the district level National Science Exhibition 2024-25 on an educational tour.,DANTEWADA,
202437601099,Construction of culvert for drainage on Dantewada Gumada road,DANTEWADA,
202337601138,Construction work in Herbal Garden Orange Area Amvarabhata Dantewada Part-05,DANTEWADA,
202437602713,Work for promotion of organic products of the district (gift hamper),DANTEWADA,
202337601113,Toilet block construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-04,DANTEWADA,
202437600944,Toilet construction work in Primary School Katiyarras Ward No. - 3.,DANTEWADA,
202437600751,Toilet bathroom construction work in Ward No. 6 Daily Market.,DANTEWADA,
202437600030,Distribution of coconut saplings to the farmers of the district,DANTEWADA,
250133087680,Renovation and toilet work and borewell digging Pre.Madhya Pradesh Girls Hostel Dantewada Part 02,DANTEWADA,
202337601091,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-01,DANTEWADA,
202537600126,Long Blade Ceiling Fan for Temple Premises (10 Nos.) Dantewada,DANTEWADA,
202437602918,"Group fodder production Napier, maize, sowing, transportation and other expenditure work",DANTEWADA,
202437601779,"Compound construction work at Girls Higher Secondary School, Barsoor",GEEDAM,
202137600182,Construction of shed for 260 LPM oxygen generation plant and building at District Hospital Dantewada,DANTEWADA,
202337601114,Toilet block construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-05,DANTEWADA,
202137600311,RCC drain construction work up to cultural building in ward no. 05 part-02,GEEDAM,
202537600430,Incentive money to the youth and guidance from the architect and ground construction work,GEEDAM,
202337601093,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-03,DANTEWADA,
202337601112,Toilet block construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-03,DANTEWADA,
202437602555,Regarding administrative and financial approval for construction of septic tank and boundary wall in the new district library Chitalnka.,DANTEWADA,
202437601509,Construction work of skill development centre for the development of youth belonging to Scheduled Caste and Scheduled Tribe categories.,DANTEWADA,
202437601475,Tubular pole installation work from Bada Puliya to Pauni Pasari in Ward No. 9.,GEEDAM,
202437602632,Organizing work of Abujhmarh Mallakhamb and cultural program on the closing occasion of state level senior (women/men) badminton competition.,DANTEWADA,
202137600322,BT road repair work from Shubham Ghar to Nuri Maulana Ghar Ward No. 08,GEEDAM,
202437602293,Secondary school building renovation work Girls School Geedam,GEEDAM,
202337601139,Construction work in Herbal Garden Orange Area Amvarabhata Dantewada Part-06,DANTEWADA,
202537600664,Sports equipment for the park near the S.L.R.M. Center in Ward No. 12,GEEDAM,
202437602883,"Purchase work of boating kayaks, double seater, single seater life jacket and transport under Nagar Panchayat Barsur area.",GEEDAM,
202137600253,Denex Nava Dantewada Government Factory Electrification work near Barsur Ganesh Temple,GEEDAM,
202137600495,Providing tuition fees to the students of the district for the State Institute of Hotel Management,DANTEWADA,
202337600499,"Necessary work for the preservation and promotion of tribal culture, Part-Three",DANTEWADA,
202237600707,Teaching work for degree diploma courses conducted at Stent Institute of Hotel Management,DANTEWADA,
202337601090,Herbal Garden Orange Area Stone Garden Construction Work Part-04 in Amvarabhata Dantewada,DANTEWADA,
202337601089,Herbal Garden Orange Area Stone Garden Construction Work Part-03 in Amvarabhata Dantewada,DANTEWADA,
202337601161,Toilet Block Construction Work Part-01 in Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601133,Central Plaza Construction Work Part-03 in Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601132,Central Plaza Construction Work Part-02 at Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601130,Central Plaza Construction Work Part-01 at Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601128,Road-03 construction work part-02 in Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601121,Road-03 construction work in Herbal Garden Orange Area Amvarabhatha Dantewada Part-03,DANTEWADA,
202337601120,Road-03 construction work part-01 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202437602081,Training for 40 unemployed persons for artificial insemination of goats,DANTEWADA,
202437600722,Construction of shed cum platform in Ward No. 2 near Shankani river and Ward No. 14.,DANTEWADA,
202337601418,Renovation work of Anganwadi building in Nagar Panchayat-Barsur,DANTEWADA,
202437601120,"Renovation work of Balgrih building in Ward No.- 11, Part-2",DANTEWADA,
202237600471,"Construction of boundary wall in Anganwadi, Ward No. 15",GEEDAM,
202537600211,"For the disabled students of Saksham 1 and 2, 10 day music training program will be organised in Badal Jagdalpur.",DANTEWADA ,
202337601134,Central Plaza Construction Work Part-04 in Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202437602919,"Dairy Milk Buffalo (Murrah New 10 liters per day) Insurance, Milking Machine and other expenses",DANTEWADA,
202437602920,"Construction work of 30 bedded girls hostel building for Mata Rukmani Residential Primary School, Dantewada",DANTEWADA,
202337601136,"Construction of shops and cafes in Herbal Garden Orange Area, Amvarabhata, Dantewada, Part-02",DANTEWADA,
